4274170012741700|04|2023
4274170152741700|04|2023
4274170202741700|04|2023
4274170392741700|04|2023
4274170442741700|04|2023
4274170582741700|04|2023
4274170632741700|04|2023
4274170772741700|04|2023
4274170822741700|04|2023
4274170962741700|04|2023
4274171002741700|04|2023
4274171192741700|04|2023
4274171242741700|04|2023
4274171382741700|04|2023
4274171432741700|04|2023
4274171572741700|04|2023
4274171622741700|04|2023
4274171762741700|04|2023
4274171812741700|04|2023
4274171952741700|04|2023
4274172042741700|04|2023
4274172182741700|04|2023
4274172232741700|04|2023
4274172372741700|04|2023
4274172422741700|04|2023
4274172562741700|04|2023
4274172612741700|04|2023
4274172752741700|04|2023
4274172802741700|04|2023
4274172992741700|04|2023
4274173032741700|04|2023
4274173172741700|04|2023
4274173222741700|04|2023
4274173362741700|04|2023
4274173412741700|04|2023
4274173552741700|04|2023
4274173602741700|04|2023
4274173792741700|04|2023
4274173842741700|04|2023
4274173982741700|04|2023
4274174022741700|04|2023
4274174162741700|04|2023
4274174212741700|04|2023
4274174352741700|04|2023
4274174402741700|04|2023
4274174592741700|04|2023
4274174642741700|04|2023
4274174782741700|04|2023
4274174832741700|04|2023
4274174972741700|04|2023
4274175052741700|04|2023
4274175102741700|04|2023
4274175292741700|04|2023
4274175342741700|04|2023
4274175482741700|04|2023
4274175532741700|04|2023
4274175672741700|04|2023
4274175722741700|04|2023
4274175862741700|04|2023
4274175912741700|04|2023
4274176092741700|04|2023
4274176142741700|04|2023
4274176282741700|04|2023
4274176332741700|04|2023
4274176472741700|04|2023
4274176522741700|04|2023
4274176662741700|04|2023
4274176712741700|04|2023
4274176852741700|04|2023
4274176902741700|04|2023
4274177082741700|04|2023
4274177132741700|04|2023
4274177272741700|04|2023
4274177322741700|04|2023
4274177462741700|04|2023
4274177512741700|04|2023
4274177652741700|04|2023
4274177702741700|04|2023
4274177892741700|04|2023
4274177942741700|04|2023
4274178072741700|04|2023
4274178122741700|04|2023
4274178262741700|04|2023
4274178312741700|04|2023
4274178452741700|04|2023
4274178502741700|04|2023
4274178692741700|04|2023
4274178742741700|04|2023
4274178882741700|04|2023
4274178932741700|04|2023
4274179062741700|04|2023
4274179112741700|04|2023
4274179252741700|04|2023
4274179302741700|04|2023
4274179492741700|04|2023
4274179542741700|04|2023
4274179682741700|04|2023
4274179732741700|04|2023
4274179872741700|04|2023
4274179922741700|04|2023
